f1,f2,f3,f4,f5,f6,f7,f8,score
1.7487695539855,-0.47283438984957976,-0.2553552617176319,-1.1350432402735773,-1.3751714829441346,0.036968832876345406,-0.6055344400948681,-0.18806312175889,6
-0.7255935288974174,0.6619769222036286,0.558213282867554,0.1650575385792796,-0.20538456295045482,0.22869073156065123,1.0501404496510154,0.3463887053471317,6
-0.6263400901709933,2.4072632143979584,0.11575695636485472,0.003946916352350471,-0.16931866248670718,0.41912171500647133,-0.4982982069016969,0.7588394524224453,5
4.2608806042168945,-0.8469925075827951,0.5982073679143624,1.1264086704874825,-0.04933547065582222,-2.03010888252753,1.82236711022165,1.1497456310458198,7
0.20833171977753154,2.326634118935746,2.1442640617104782,-1.266517888843439,0.6804979707353319,-0.43789264772395214,-0.6264456428573221,0.06442070035073433,5
-4.792694169983235,-1.5299856347972334,2.2805331452035924,-0.24153057399268996,0.6255420364579785,-0.9456244379303755,0.35224190145887174,-1.1600760006753648,6
-0.17615904630966178,-0.5723369207651833,1.9302392086392672,0.3144937037685723,-0.19823010216188278,-0.749269320551543,0.0036772332936764168,-0.2294980877387941,7
0.025801407617198343,-0.977117937891218,1.5386176399266103,-0.15814020062324413,0.04398087326578509,-0.8044005403169913,-0.21400238456141948,-0.03893815930037293,7
3.464671264167093,2.3304301627955355,0.7548749520934407,-0.19180335907824247,-0.5491950273737615,-1.189159671265742,0.8974970664503211,-0.3765927754620883,5
-1.9542383809145178,-0.0259108944605506,0.28322900024271264,-0.8051865202310612,2.5470657025018526,0.1545427136210592,-0.0686807428320776,-0.05205873725082594,6
-0.7664116527165833,1.2978573077412419,0.8115839679312803,-0.42166556576410485,-1.504807772511357,-0.9570700226339195,-0.962887885431982,-1.0335562188674685,5
0.7713903081892096,-1.62429734109105,0.4980099560596331,0.011129840663509501,-0.42496678323254083,-0.9074722355792496,-1.030411000600613,-0.5286480205917746,5
0.17212195406628558,-0.07275673401134863,-1.8079782573944487,0.15395750086914112,0.12860811241684983,-0.34073033197646163,-0.21479588927403223,0.37471272543356615,5
-2.6605053638180167,0.7434764943719829,-0.9870425777762306,-0.00901382458046297,1.038481567023771,0.5763000066194914,1.497596669765084,-0.6926990688708404,4
-2.0448754076275346,-0.7801542246883741,-1.108787768924543,0.4199801722752792,0.4319224235443356,-0.06381622295168281,0.3025259230280029,-0.07226376454878011,5
1.9284344113200735,-0.6598147852498205,-0.009059679423211486,-0.3192567024447437,-0.9910455727212847,-0.9670388187564906,0.4660750420877924,-0.08282631485262094,6
0.05358802528719249,3.8432651112995497,-0.2593875996377359,-0.8398111234917153,-1.472855758540065,1.5485761782461918,1.4639769099175517,-0.9567931786285692,5
-4.1350627934045265,-0.03983886151745148,2.612318066459478,-0.3844809139267976,0.9042064069842813,-0.12280716969445045,0.3775239235782058,-1.4283506153207812,6
-1.659681440464035,1.1630963272055088,-1.1580538641046494,-0.20557070840535788,-0.5909571527669575,0.4130062640329133,-0.22110746314614863,0.4246651074310731,5
-1.108947716292295,1.9826662109548103,-0.07769472457280004,-0.7520172944742669,-0.28859294453058876,-0.05996119396367052,-1.0381673315248399,0.47699084733786845,5
0.6792369163715111,-1.789699601888568,-0.4610313970642778,-0.10797328635627855,-0.5975152045523002,-0.2507796560645413,-0.12272345203782277,0.45089283549985465,6
2.3621081062013074,-1.0311528285092613,-0.2097967015755493,0.40508467061036707,-0.8281011050579196,-1.322556716979447,0.09613551820500477,0.2755209697319658,6
-0.03941818359720762,-0.753460407924966,2.0011801344654336,-0.6408062678231387,-0.340128158326954,-0.1842127589033281,0.16873340388317704,-0.32359395508261973,6
1.2579452542049152,1.1369704820692508,-0.35846682141895947,-0.4571988193254929,-0.6133605323341742,0.19286212240259487,0.7415536382719833,-0.43987155723093774,6
2.488113928922039,-0.31350383829365064,-0.19657993309037713,-1.9321093747780753,3.5103414453333257,0.0746942257383729,-2.3219467360829906,1.2083296335027478,6
-3.584333965563537,0.20340109861418593,-0.7166769656604217,0.48072591686678434,1.0882472659805174,0.8240234243674578,1.153032226216531,-0.7135225661752022,4
-2.3640887835680564,1.001926560679682,0.8088129752806992,0.4498295831508012,0.029966021213744167,-0.8743013243982828,0.31686840165662905,-0.511956926022095,5
1.2378047579721783,-1.078758219561678,0.3486316693993687,-0.23817038403283705,0.5550737021063341,-1.0360613595548167,-1.0027581187613581,-0.9008078239478073,5
-0.19129382539611658,0.7488626579683633,-0.7284599733031012,0.46677794784319476,-0.8239275900270939,1.0715775511378718,0.11100977405712989,0.002627686566643667,5
1.8841937430057503,-1.1712823917213115,-0.8632294721518375,0.5021253785395325,-0.1266487541820753,-0.7760583770580923,-0.0454467612963445,-0.6411755058445938,6
-1.9846470290976173,0.03601253167263992,-1.1989204017283204,0.32749906968051457,1.2914443078305455,0.2702838388137891,0.10779027998228088,-0.0051894184118516555,5
4.0091456917544575,-1.9476740877527765,0.0684371051613197,-0.37626550586834495,0.7309272420014118,0.8739872105035562,1.7514341528614743,0.023033587957601027,6
0.07654485152846267,-0.6784923720711883,-1.018034654622519,0.23620831600393738,-0.29642871118564196,0.48941595741287175,-0.35601178900579095,0.26048116890852013,6
-0.9568232305226639,-1.6162770317064394,1.2490070112832719,-0.40909371445796805,-0.025668248639215834,1.039236443416118,-0.9683482708783414,0.8533886694871634,6
4.28427902867141,0.48120474159499865,-0.6656137214344032,-0.742841013532753,-0.48137288713657866,-0.6845269721008749,0.5912913591458605,0.043115182383019826,6
-1.3390006104061223,0.4556916622398587,-0.583877144443364,0.7085089262624091,0.06560095874713645,-0.9080822401025521,0.46223061899983203,0.4052426659421602,5
-3.2855219178960797,-1.3280416370067412,1.4500011962022963,-0.07531719348489913,0.7957081716398261,0.21539633992987534,-0.08968037495570848,-0.1339096354759998,6
-0.4723426944303934,0.7218411525087141,-1.0676113998872276,-0.36253855579984406,-1.0992066790037527,0.6875636917311507,-0.5227130275096779,0.5493435228425742,5
-1.5023594385327732,0.714398116035993,-1.994234838425325,0.47697198270300317,0.1780815786529257,1.52767068173751,1.0785987341196677,0.5193176941132245,6
-1.6805837073833156,-1.058548226954472,-0.4684469179167276,0.4833332743167709,0.20973805488485792,0.31219606779921405,-0.16050586679548393,0.3156606645204944,7
-0.08384520605510933,3.837312295457493,0.8428529283447165,-2.136875766584937,1.0506671375414356,0.025266470259415884,-1.1862072290866252,0.38529418482811634,5
0.8136135816556767,0.5950402407239014,-2.4254087596043927,2.0214438777754506,1.0580346243316914,0.1583403922336152,-0.9210857937614131,-1.0864090077558508,6
0.42811371353972727,-2.6507592610305735,1.063331659018213,-0.21517518744763786,0.028878328777342036,1.0117164337905658,0.2865972464844215,-0.05922704225089742,8
2.361311460716283,-1.2105125561328784,-1.4649113672824858,-0.5083048185543028,-0.6629285663602076,0.6380059680031489,0.6633101316663419,-0.16849434303440558,6
2.896886353999911,-0.623394670288943,-1.4784063359214439,-1.0350428822418904,-0.6118562865878748,0.8281441444633324,0.4451704798335441,-0.3592646140196375,5
0.02650133435416446,-0.03393576794063545,-0.863566848739908,-0.5946370778268902,-0.7077517903685996,-0.47998923794968334,-1.0538221418047036,-0.39021242314752713,5
-1.3004859551737107,-1.5525076963966655,1.0435084847861769,-0.07140193662827668,0.19463990241837162,0.7078241896003542,0.01882635870417371,0.012613108637728083,6
0.21706551699673335,1.9103158729939922,-0.11424340657934554,-0.9318875352580853,0.014334809262834406,0.6420533108467742,-0.27124860360692593,0.02523436523084087,6
0.7371606686859433,2.1436455637755243,0.4078286134520057,-0.4894191652898505,-1.1073941600080728,0.023811345110733403,-0.0524513684219692,-0.23374917686381294,5
0.621048937505692,-2.722363975332799,0.11769425212337577,-0.5111495203533789,-0.6550970392617314,0.8128933165190318,-0.3966429739654151,0.43330879550581264,7
1.3332535132782573,-1.5643176543196398,0.179239367169669,0.08111809697034508,-0.8396044905050509,-0.7864242842976115,0.2747657239137004,0.3254884858637421,7
0.44126970619446504,-2.41371244691936,0.2519064576579269,-0.40898789009228453,-0.711501618476971,-0.04427190334558496,-0.7912256116904441,0.15281465891031845,7
-1.4813897694139693,-0.36477426442722116,-0.813354621531729,0.08980448560160637,0.7697978014316104,-0.6985225725844932,-0.4314496960448006,0.23264722298907603,5
3.224729636630197,-1.1992395382394232,-1.2888437955429826,-0.1643282549461862,-1.1014166862832144,-0.16593529458845954,-0.36268830169452126,0.6373629506325269,6
-0.7967369046646472,0.000628595387661428,-0.7877555738239387,0.3659870337490304,-0.3565741565134688,-0.6899955965766823,-0.3825506276873888,0.07571438160855132,7
0.6986490479026993,-0.22179599747158305,-1.6130523443166214,-0.13642044873783654,-0.8468012875000706,0.4737759464094421,0.07492824134517842,0.4601136675409075,5
-0.7001881547003,-0.12282883352266018,-0.9896002561831289,2.4502365970318083,1.382471587578183,0.7738465109263877,-1.38887161963688,-1.0790741922260454,6
2.4766059081799856,0.2263306915619174,-2.4578747026736956,1.5903873073275487,0.009515185852194085,0.20486395188301496,-0.8280411787931953,-0.9078957233169955,3
-2.0225347534291145,-0.25130002634279025,-0.36431449499168717,0.2404840056956014,-0.6915767839569552,-0.6008988504083448,-0.39848103155445846,0.45696513776249487,6
-3.557346467533134,-1.8585287240668686,0.7808434172061053,0.0834083121731907,1.3889843603606933,0.9625726826452906,0.254512977133401,0.202605899853211,5
-1.0306576408852324,0.28771159116948924,0.6860604085816505,-0.1646291379027644,-0.6968443584565138,-0.36715811587930597,-1.0835489124438415,-0.16771804596424453,6
0.6098036905038808,0.6650315407062368,1.3712701976190231,1.664565539956198,0.07229275397347172,-0.807207593064296,1.2945604661123353,1.3365119392919442,6
-0.6446137810603293,1.0589219566998402,0.03272257134777829,0.00419248648157219,-0.9357808753071157,0.45210560783660436,-0.22761721123800474,0.026493081818373013,6
-0.03419494319185769,-0.48005447588756783,0.18281259851725026,-0.4466261536686562,0.4541964973659027,-1.0093072350045544,-0.5957603864796203,-1.1260645291266353,6
-1.0191164747414698,-0.8878892505087776,-1.1726983027091291,-0.5014122908033948,0.9511853011799767,0.5468950052054957,0.8212870170109507,-0.19418526757004864,5
1.31159409794802,-1.2123681979242968,-0.014271283357720469,-2.1336229861702907,1.9743965463477016,0.9565270732039347,-0.9700018320293264,0.4258533386009461,7
-1.8450289382934075,0.017052732423027222,-3.2348940043359837,-0.3711805873947542,-0.18075243029935897,0.37193324192895033,0.11010046211670368,-0.04792827557662143,4
-0.8499359962096413,0.9789418610414967,-1.0432400266141104,0.5162957292002417,-0.07008676865239413,0.3918187501139607,0.5507673494474894,0.5693049398434786,5
